pair,signal_date,entry_date,exit_date,bars_held,R,raw_entry,entry,exit,stop,target,ATR14,risk,friction,exit_reason,ADX14,open_at_end
GBPUSD,2005-03-16,2005-03-17,2005-03-18,2,-1.0000000000,1.9273000000,1.9274500000,1.9133655821,1.9133655821,1.9556188358,0.0140844179,0.0140844179,0.0001500000,stop,,0
GBPUSD,2005-05-04,2005-05-05,2005-05-09,3,-1.0000000000,1.9020000000,1.9021500000,1.8893582287,1.8893582287,1.9277335426,0.0127917713,0.0127917713,0.0001500000,stop,,0
GBPUSD,2006-05-30,2006-05-31,2006-06-01,2,-1.0000000000,1.8829000000,1.8830500000,1.8648962155,1.8648962155,1.9193575690,0.0181537845,0.0181537845,0.0001500000,stop,,0
GBPUSD,2006-06-02,2006-06-05,2006-06-06,2,-1.0000000000,1.8831000000,1.8832500000,1.8648804065,1.8648804065,1.9199891870,0.0183695935,0.0183695935,0.0001500000,stop,,0
GBPUSD,2006-06-30,2006-07-03,2006-07-12,8,-1.0000000000,1.8473000000,1.8474500000,1.8324853559,1.8324853559,1.8773792883,0.0149646441,0.0149646441,0.0001500000,stop,,0
GBPUSD,2006-07-19,2006-07-20,2006-08-01,9,2.0000000000,1.8419000000,1.8420500000,1.8716839075,1.8272330463,1.8716839075,0.0148169537,0.0148169537,0.0001500000,target,,0
GBPUSD,2006-08-21,2006-08-22,2006-09-07,13,-1.0000000000,1.8922000000,1.8923500000,1.8783804962,1.8783804962,1.9202890076,0.0139695038,0.0139695038,0.0001500000,stop,,0
GBPUSD,2006-09-14,2006-09-15,2006-09-18,2,-1.0000000000,1.8861000000,1.8862500000,1.8739385046,1.8739385046,1.9108729909,0.0123114954,0.0123114954,0.0001500000,stop,,0
GBPUSD,2006-10-02,2006-10-03,2006-10-06,4,-1.0000000000,1.8863000000,1.8864500000,1.8736025773,1.8736025773,1.9121448455,0.0128474227,0.0128474227,0.0001500000,stop,,0
GBPUSD,2006-11-20,2006-11-21,2006-11-24,4,2.0000000000,1.8983000000,1.8984500000,1.9203479242,1.8875010379,1.9203479242,0.0109489621,0.0109489621,0.0001500000,target,,0
GBPUSD,2006-12-19,2006-12-20,2006-12-26,4,-1.0000000000,1.9691000000,1.9692500000,1.9551139324,1.9551139324,1.9975221352,0.0141360676,0.0141360676,0.0001500000,stop,,0
GBPUSD,2007-01-12,2007-01-15,2007-01-23,7,2.0000000000,1.9593000000,1.9594500000,1.9882162589,1.9450668705,1.9882162589,0.0143831295,0.0143831295,0.0001500000,target,,0
GBPUSD,2007-01-30,2007-01-31,2007-01-31,1,-1.0000000000,1.9626000000,1.9627500000,1.9504106927,1.9504106927,1.9874286146,0.0123393073,0.0123393073,0.0001500000,stop,,0
GBPUSD,2007-02-01,2007-02-02,2007-02-05,2,-1.0000000000,1.9671000000,1.9672500000,1.9547492707,1.9547492707,1.9922514585,0.0125007293,0.0125007293,0.0001500000,stop,,0
GBPUSD,2007-02-06,2007-02-07,2007-02-08,2,-1.0000000000,1.9708000000,1.9709500000,1.9586259103,1.9586259103,1.9955981794,0.0123240897,0.0123240897,0.0001500000,stop,,0
GBPUSD,2007-02-14,2007-02-15,2007-02-16,2,-1.0000000000,1.9631000000,1.9632500000,1.9503396390,1.9503396390,1.9890707221,0.0129103610,0.0129103610,0.0001500000,stop,,0
GBPUSD,2007-02-23,2007-02-26,2007-03-02,5,-1.0000000000,1.9642000000,1.9643500000,1.9519857248,1.9519857248,1.9890785505,0.0123642752,0.0123642752,0.0001500000,stop,,0
GBPUSD,2007-03-30,2007-04-02,2007-04-16,11,2.0000000000,1.9690000000,1.9691500000,1.9925108851,1.9574695574,1.9925108851,0.0116804426,0.0116804426,0.0001500000,target,,0
GBPUSD,2007-05-23,2007-05-24,2007-05-30,5,-1.0000000000,1.9860000000,1.9861500000,1.9758600194,1.9758600194,2.0067299612,0.0102899806,0.0102899806,0.0001500000,stop,,0
GBPUSD,2007-06-01,2007-06-04,2007-06-08,5,-1.0000000000,1.9822000000,1.9823500000,1.9734628114,1.9734628114,2.0001243772,0.0088871886,0.0088871886,0.0001500000,stop,,0
GBPUSD,2007-06-18,2007-06-19,2007-06-28,8,2.0000000000,1.9833000000,1.9834500000,2.0020718210,1.9741390895,2.0020718210,0.0093109105,0.0093109105,0.0001500000,target,,0
GBPUSD,2007-08-02,2007-08-03,2007-08-07,3,-1.0000000000,2.0363000000,2.0364500000,2.0253673263,2.0253673263,2.0586153474,0.0110826737,0.0110826737,0.0001500000,stop,,0
GBPUSD,2007-08-08,2007-08-09,2007-08-09,1,-1.0000000000,2.0350000000,2.0351500000,2.0224277373,2.0224277373,2.0605945253,0.0127222627,0.0127222627,0.0001500000,stop,,0
GBPUSD,2007-09-21,2007-09-24,2007-10-19,20,2.0000000000,2.0214000000,2.0215500000,2.0520994798,2.0062752601,2.0520994798,0.0152747399,0.0152747399,0.0001500000,target,,0
GBPUSD,2007-11-20,2007-11-21,2007-12-05,11,-1.0000000000,2.0668000000,2.0669500000,2.0487351316,2.0487351316,2.1033797369,0.0182148684,0.0182148684,0.0001500000,stop,,0
GBPUSD,2009-07-09,2009-07-10,2009-07-13,2,-1.0000000000,1.6337000000,1.6338500000,1.6108777653,1.6108777653,1.6797944693,0.0229722347,0.0229722347,0.0001500000,stop,,0
GBPUSD,2009-07-14,2009-07-15,2009-08-03,14,2.0000000000,1.6322000000,1.6323500000,1.6758288626,1.6106105687,1.6758288626,0.0217394313,0.0217394313,0.0001500000,target,,0
GBPUSD,2009-08-13,2009-08-14,2009-08-17,2,-1.0000000000,1.6569000000,1.6570500000,1.6381345073,1.6381345073,1.6948809854,0.0189154927,0.0189154927,0.0001500000,stop,,0
GBPUSD,2009-08-18,2009-08-19,2009-08-25,5,-1.0000000000,1.6557000000,1.6558500000,1.6363252414,1.6363252414,1.6948995171,0.0195247586,0.0195247586,0.0001500000,stop,,0
GBPUSD,2009-09-08,2009-09-09,2009-09-18,8,-1.0000000000,1.6500000000,1.6501500000,1.6321163137,1.6321163137,1.6862173725,0.0180336863,0.0180336863,0.0001500000,stop,,0
GBPUSD,2009-11-25,2009-11-26,2009-11-26,1,-1.0000000000,1.6697000000,1.6698500000,1.6526897239,1.6526897239,1.7041705523,0.0171602761,0.0171602761,0.0001500000,stop,,0
GBPUSD,2009-12-01,2009-12-02,2009-12-07,4,-1.0000000000,1.6607000000,1.6608500000,1.6419178767,1.6419178767,1.6987142465,0.0189321233,0.0189321233,0.0001500000,stop,,0
GBPUSD,2010-09-14,2010-09-15,2010-09-24,8,2.0000000000,1.5532000000,1.5533500000,1.5816792673,1.5391853664,1.5816792673,0.0141646336,0.0141646336,0.0001500000,target,,0
GBPUSD,2010-10-26,2010-10-27,2010-11-03,6,2.0000000000,1.5848000000,1.5849500000,1.6162603593,1.5692948204,1.6162603593,0.0156551796,0.0156551796,0.0001500000,target,,0
GBPUSD,2010-11-18,2010-11-19,2010-11-23,3,-1.0000000000,1.6047000000,1.6048500000,1.5891993250,1.5891993250,1.6361513501,0.0156506750,0.0156506750,0.0001500000,stop,,0
GBPUSD,2011-01-31,2011-02-01,2011-03-01,21,2.0000000000,1.6012000000,1.6013500000,1.6319676035,1.5860411982,1.6319676035,0.0153088018,0.0153088018,0.0001500000,target,,0
GBPUSD,2011-03-14,2011-03-15,2011-03-15,1,-1.0000000000,1.6180000000,1.6181500000,1.6052508591,1.6052508591,1.6439482818,0.0128991409,0.0128991409,0.0001500000,stop,,0
GBPUSD,2011-03-18,2011-03-21,2011-03-25,5,-1.0000000000,1.6232000000,1.6233500000,1.6090808605,1.6090808605,1.6518882790,0.0142691395,0.0142691395,0.0001500000,stop,,0
GBPUSD,2011-04-05,2011-04-06,2011-04-21,12,2.0000000000,1.6294000000,1.6295500000,1.6569167999,1.6158666001,1.6569167999,0.0136833999,0.0136833999,0.0001500000,target,,0
GBPUSD,2011-05-26,2011-05-27,2011-06-10,11,-1.0000000000,1.6385000000,1.6386500000,1.6248877742,1.6248877742,1.6661744515,0.0137622258,0.0137622258,0.0001500000,stop,,0
GBPUSD,2011-08-03,2011-08-04,2011-08-04,1,-1.0000000000,1.6438000000,1.6439500000,1.6298166683,1.6298166683,1.6722166634,0.0141333317,0.0141333317,0.0001500000,stop,,0
GBPUSD,2011-08-12,2011-08-15,2011-08-19,5,2.0000000000,1.6289000000,1.6290500000,1.6601527522,1.6134986239,1.6601527522,0.0155513761,0.0155513761,0.0001500000,target,,0
GBPUSD,2011-08-29,2011-08-30,2011-08-30,1,-1.0000000000,1.6413000000,1.6414500000,1.6263373020,1.6263373020,1.6716753961,0.0151126980,0.0151126980,0.0001500000,stop,,0
GBPUSD,2012-03-26,2012-03-27,2012-03-28,2,-1.0000000000,1.5966000000,1.5967500000,1.5853245748,1.5853245748,1.6196008503,0.0114254252,0.0114254252,0.0001500000,stop,,0
GBPUSD,2012-04-17,2012-04-18,2012-04-20,3,2.0000000000,1.5928000000,1.5929500000,1.6138617297,1.5824941352,1.6138617297,0.0104558648,0.0104558648,0.0001500000,target,,0
GBPUSD,2012-10-04,2012-10-05,2012-10-08,2,-1.0000000000,1.6191000000,1.6192500000,1.6107324805,1.6107324805,1.6362850390,0.0085175195,0.0085175195,0.0001500000,stop,,0
GBPUSD,2012-10-16,2012-10-17,2012-10-19,3,-1.0000000000,1.6117000000,1.6118500000,1.6037713156,1.6037713156,1.6280073688,0.0080786844,0.0080786844,0.0001500000,stop,,0
GBPUSD,2012-10-25,2012-10-26,2012-10-29,2,-1.0000000000,1.6118000000,1.6119500000,1.6032382096,1.6032382096,1.6293735807,0.0087117904,0.0087117904,0.0001500000,stop,,0
GBPUSD,2012-10-31,2012-11-01,2012-11-02,2,-1.0000000000,1.6129000000,1.6130500000,1.6047383917,1.6047383917,1.6296732166,0.0083116083,0.0083116083,0.0001500000,stop,,0
GBPUSD,2012-12-10,2012-12-11,2012-12-17,5,2.0000000000,1.6073000000,1.6074500000,1.6211175368,1.6006162316,1.6211175368,0.0068337684,0.0068337684,0.0001500000,target,,0
GBPUSD,2012-12-31,2013-01-02,2013-01-02,1,-1.0000000000,1.6333000000,1.6334500000,1.6252117742,1.6252117742,1.6499264515,0.0082382258,0.0082382258,0.0001500000,stop,,0
GBPUSD,2013-01-10,2013-01-11,2013-01-14,2,-1.0000000000,1.6163000000,1.6164500000,1.6064240037,1.6064240037,1.6365019926,0.0100259963,0.0100259963,0.0001500000,stop,,0
GBPUSD,2013-09-02,2013-09-03,2013-09-11,7,2.0000000000,1.5545000000,1.5546500000,1.5746022831,1.5446738584,1.5746022831,0.0099761416,0.0099761416,0.0001500000,target,,0
GBPUSD,2013-10-17,2013-10-18,2013-10-29,8,-1.0000000000,1.6160000000,1.6161500000,1.6048374752,1.6048374752,1.6387750497,0.0113125248,0.0113125248,0.0001500000,stop,,0
GBPUSD,2013-11-06,2013-11-07,2013-11-08,2,-1.0000000000,1.6081000000,1.6082500000,1.5981218052,1.5981218052,1.6285063897,0.0101281948,0.0101281948,0.0001500000,stop,,0
GBPUSD,2013-11-13,2013-11-14,2013-11-27,10,2.0000000000,1.6041000000,1.6042500000,1.6261901066,1.5932799467,1.6261901066,0.0109700533,0.0109700533,0.0001500000,target,,0
GBPUSD,2013-12-18,2013-12-19,2014-01-02,9,2.0000000000,1.6380000000,1.6381500000,1.6589076199,1.6277711901,1.6589076199,0.0103788099,0.0103788099,0.0001500000,target,,0
GBPUSD,2014-01-08,2014-01-09,2014-01-15,5,-1.0000000000,1.6441000000,1.6442500000,1.6343677744,1.6343677744,1.6640144513,0.0098822256,0.0098822256,0.0001500000,stop,,0
GBPUSD,2014-01-17,2014-01-20,2014-01-23,4,2.0000000000,1.6415000000,1.6416500000,1.6625226441,1.6312136780,1.6625226441,0.0104363220,0.0104363220,0.0001500000,target,,0
GBPUSD,2014-02-11,2014-02-12,2014-02-13,2,2.0000000000,1.6448000000,1.6449500000,1.6646247064,1.6351126468,1.6646247064,0.0098373532,0.0098373532,0.0001500000,target,,0
GBPUSD,2014-03-27,2014-03-28,2014-04-09,9,2.0000000000,1.6607000000,1.6608500000,1.6781429877,1.6522035061,1.6781429877,0.0086464939,0.0086464939,0.0001500000,target,,0
GBPUSD,2014-05-21,2014-05-22,2014-05-23,2,-1.0000000000,1.6898000000,1.6899500000,1.6830613010,1.6830613010,1.7037273980,0.0068886990,0.0068886990,0.0001500000,stop,,0
GBPUSD,2014-06-05,2014-06-06,2014-06-10,3,-1.0000000000,1.6813000000,1.6814500000,1.6745837808,1.6745837808,1.6951824385,0.0068662192,0.0068662192,0.0001500000,stop,,0
GBPUSD,2014-06-12,2014-06-13,2014-06-30,12,2.0000000000,1.6924000000,1.6925500000,1.7072684437,1.6851907781,1.7072684437,0.0073592219,0.0073592219,0.0001500000,target,,0
GBPUSD,2015-07-14,2015-07-15,2015-07-23,7,-1.0000000000,1.5633000000,1.5634500000,1.5506913221,1.5506913221,1.5889673558,0.0127586779,0.0127586779,0.0001500000,stop,,0
GBPUSD,2015-07-28,2015-07-29,2015-08-06,7,-1.0000000000,1.5614000000,1.5615500000,1.5503468489,1.5503468489,1.5839563023,0.0112031511,0.0112031511,0.0001500000,stop,,0
GBPUSD,2015-08-10,2015-08-11,2015-08-26,12,-1.0000000000,1.5587000000,1.5588500000,1.5473944292,1.5473944292,1.5817611415,0.0114555708,0.0114555708,0.0001500000,stop,,0
GBPUSD,2017-06-07,2017-06-08,2017-06-08,1,-1.0000000000,1.2960000000,1.2961500000,1.2874368961,1.2874368961,1.3135762079,0.0087131039,0.0087131039,0.0001500000,stop,,0
GBPUSD,2017-06-27,2017-06-28,2017-06-29,2,2.0000000000,1.2812700000,1.2814200000,1.3014181368,1.2714209316,1.3014181368,0.0099990684,0.0099990684,0.0001500000,target,,0
GBPUSD,2017-09-05,2017-09-06,2017-09-08,3,2.0000000000,1.3034500000,1.3036000000,1.3198771447,1.2954614276,1.3198771447,0.0081385724,0.0081385724,0.0001500000,target,,0
GBPUSD,2017-10-12,2017-10-13,2017-10-18,4,-1.0000000000,1.3262600000,1.3264100000,1.3154634517,1.3154634517,1.3483030965,0.0109465483,0.0109465483,0.0001500000,stop,,0
GBPUSD,2017-10-25,2017-10-26,2017-10-26,1,-1.0000000000,1.3263900000,1.3265400000,1.3158378103,1.3158378103,1.3479443794,0.0107021897,0.0107021897,0.0001500000,stop,,0
GBPUSD,2017-10-31,2017-11-01,2017-11-02,2,-1.0000000000,1.3286200000,1.3287700000,1.3182361342,1.3182361342,1.3498377317,0.0105338658,0.0105338658,0.0001500000,stop,,0
GBPUSD,2017-11-10,2017-11-13,2017-11-13,1,-1.0000000000,1.3170700000,1.3172200000,1.3065136573,1.3065136573,1.3386326855,0.0107063427,0.0107063427,0.0001500000,stop,,0
GBPUSD,2017-11-17,2017-11-20,2017-11-29,8,2.0000000000,1.3213400000,1.3214900000,1.3422235747,1.3111232127,1.3422235747,0.0103667873,0.0103667873,0.0001500000,target,,0
GBPUSD,2017-12-07,2017-12-08,2017-12-08,1,-1.0000000000,1.3477500000,1.3479000000,1.3372289591,1.3372289591,1.3692420817,0.0106710409,0.0106710409,0.0001500000,stop,,0
GBPUSD,2017-12-13,2017-12-14,2017-12-15,2,-1.0000000000,1.3413000000,1.3414500000,1.3306496348,1.3306496348,1.3630507303,0.0108003652,0.0108003652,0.0001500000,stop,,0
GBPUSD,2017-12-27,2017-12-28,2018-01-02,3,2.0000000000,1.3402100000,1.3403600000,1.3579808046,1.3315495977,1.3579808046,0.0088104023,0.0088104023,0.0001500000,target,,0
GBPUSD,2018-02-14,2018-02-15,2018-02-22,6,-1.0000000000,1.4005000000,1.4006500000,1.3859361178,1.3859361178,1.4300777643,0.0147138822,0.0147138822,0.0001500000,stop,,0
GBPUSD,2018-03-12,2018-03-13,2018-03-21,7,2.0000000000,1.3903900000,1.3905400000,1.4136145247,1.3790027377,1.4136145247,0.0115372623,0.0115372623,0.0001500000,target,,0
GBPUSD,2019-03-11,2019-03-12,2019-03-12,1,-1.0000000000,1.3234000000,1.3235500000,1.3116575175,1.3116575175,1.3473349650,0.0118924825,0.0118924825,0.0001500000,stop,,0
GBPUSD,2019-03-13,2019-03-14,2019-03-20,5,-1.0000000000,1.3309100000,1.3310600000,1.3168233187,1.3168233187,1.3595333626,0.0142366813,0.0142366813,0.0001500000,stop,,0
GBPUSD,2019-04-03,2019-04-04,2019-04-05,2,-1.0000000000,1.3158300000,1.3159800000,1.3029021495,1.3029021495,1.3421357010,0.0130778505,0.0130778505,0.0001500000,stop,,0
GBPUSD,2019-11-11,2019-11-12,2019-12-04,17,2.0000000000,1.2854900000,1.2856400000,1.3052456196,1.2758371902,1.3052456196,0.0098028098,0.0098028098,0.0001500000,target,,0
GBPUSD,2019-12-12,2019-12-13,2019-12-13,1,-1.0000000000,1.3461400000,1.3462900000,1.3354638101,1.3354638101,1.3679423797,0.0108261899,0.0108261899,0.0001500000,stop,,0
GBPUSD,2019-12-27,2019-12-30,2020-01-13,10,-1.0000000000,1.3077400000,1.3078900000,1.2966366120,1.2966366120,1.3303967760,0.0112533880,0.0112533880,0.0001500000,stop,,0
GBPUSD,2020-01-16,2020-01-17,2020-01-20,2,-1.0000000000,1.3076300000,1.3077800000,1.2977349501,1.2977349501,1.3278700998,0.0100450499,0.0100450499,0.0001500000,stop,,0
GBPUSD,2020-01-22,2020-01-23,2020-01-27,3,-1.0000000000,1.3140000000,1.3141500000,1.3043454829,1.3043454829,1.3337590343,0.0098045171,0.0098045171,0.0001500000,stop,,0
GBPUSD,2020-01-30,2020-01-31,2020-02-03,2,-1.0000000000,1.3090100000,1.3091600000,1.2998971000,1.2998971000,1.3276857999,0.0092629000,0.0092629000,0.0001500000,stop,,0
GBPUSD,2020-10-21,2020-10-22,2020-10-26,3,-1.0000000000,1.3144800000,1.3146300000,1.3017991027,1.3017991027,1.3402917945,0.0128308973,0.0128308973,0.0001500000,stop,,0
GBPUSD,2020-11-03,2020-11-04,2020-11-04,1,-1.0000000000,1.3073100000,1.3074600000,1.2954018412,1.2954018412,1.3315763175,0.0120581588,0.0120581588,0.0001500000,stop,,0
GBPUSD,2020-11-05,2020-11-06,2020-12-01,18,2.0000000000,1.3143200000,1.3144700000,1.3413745799,1.3010177100,1.3413745799,0.0134522900,0.0134522900,0.0001500000,target,,0
GBPUSD,2020-12-14,2020-12-15,2020-12-17,3,2.0000000000,1.3329900000,1.3331400000,1.3596215434,1.3198992283,1.3596215434,0.0132407717,0.0132407717,0.0001500000,target,,0
GBPUSD,2020-12-23,2020-12-24,2021-02-09,32,2.0000000000,1.3503500000,1.3505000000,1.3807895196,1.3353552402,1.3807895196,0.0151447598,0.0151447598,0.0001500000,target,,0
GBPUSD,2021-03-10,2021-03-11,2021-03-16,4,-1.0000000000,1.3934000000,1.3935500000,1.3830330439,1.3830330439,1.4145839123,0.0105169561,0.0105169561,0.0001500000,stop,,0
GBPUSD,2021-03-17,2021-03-18,2021-03-19,2,-1.0000000000,1.3962800000,1.3964300000,1.3858466550,1.3858466550,1.4175966900,0.0105833450,0.0105833450,0.0001500000,stop,,0
GBPUSD,2021-04-01,2021-04-05,2021-04-07,3,-1.0000000000,1.3822900000,1.3824400000,1.3728228554,1.3728228554,1.4016742891,0.0096171446,0.0096171446,0.0001500000,stop,,0
GBPUSD,2021-04-16,2021-04-19,2021-05-10,16,2.0000000000,1.3829600000,1.3831100000,1.4013551501,1.3739874249,1.4013551501,0.0091225751,0.0091225751,0.0001500000,target,,0
GBPUSD,2023-01-06,2023-01-09,2023-01-18,8,2.0000000000,1.2089400000,1.2090900000,1.2383951663,1.1944374169,1.2383951663,0.0146525831,0.0146525831,0.0001500000,target,,0
GBPUSD,2023-02-01,2023-02-02,2023-02-02,1,-1.0000000000,1.2374600000,1.2376100000,1.2259405725,1.2259405725,1.2609488550,0.0116694275,0.0116694275,0.0001500000,stop,,0
GBPUSD,2023-06-01,2023-06-02,2023-06-05,2,-1.0000000000,1.2523800000,1.2525300000,1.2433958055,1.2433958055,1.2707983889,0.0091341945,0.0091341945,0.0001500000,stop,,0
GBPUSD,2023-06-08,2023-06-09,2023-06-15,5,2.0000000000,1.2559000000,1.2560500000,1.2746932911,1.2467283544,1.2746932911,0.0093216456,0.0093216456,0.0001500000,target,,0
GBPUSD,2023-06-30,2023-07-03,2023-07-11,7,2.0000000000,1.2698100000,1.2699600000,1.2888018857,1.2605390571,1.2888018857,0.0094209429,0.0094209429,0.0001500000,target,,0
GBPUSD,2023-07-25,2023-07-26,2023-07-27,2,-1.0000000000,1.2901900000,1.2903400000,1.2806786040,1.2806786040,1.3096627920,0.0096613960,0.0096613960,0.0001500000,stop,,0
GBPUSD,2023-12-13,2023-12-14,2023-12-28,10,2.0000000000,1.2624300000,1.2625800000,1.2805559776,1.2535920112,1.2805559776,0.0089879888,0.0089879888,0.0001500000,target,,0
GBPUSD,2024-01-04,2024-01-05,2024-02-05,22,-1.0000000000,1.2685600000,1.2687100000,1.2594696112,1.2594696112,1.2871907776,0.0092403888,0.0092403888,0.0001500000,stop,,0
GBPUSD,2024-02-22,2024-02-23,2024-03-08,11,2.0000000000,1.2657900000,1.2659400000,1.2813301818,1.2582449091,1.2813301818,0.0076950909,0.0076950909,0.0001500000,target,,0
GBPUSD,2024-03-20,2024-03-21,2024-03-21,1,-1.0000000000,1.2793100000,1.2794600000,1.2726641294,1.2726641294,1.2930517412,0.0067958706,0.0067958706,0.0001500000,stop,,0
GBPUSD,2024-06-11,2024-06-12,2024-06-14,3,-1.0000000000,1.2741600000,1.2743100000,1.2678537959,1.2678537959,1.2872224081,0.0064562041,0.0064562041,0.0001500000,stop,,0
GBPUSD,2024-06-19,2024-06-20,2024-06-20,1,-1.0000000000,1.2720800000,1.2722300000,1.2655598319,1.2655598319,1.2855703362,0.0066701681,0.0066701681,0.0001500000,stop,,0
GBPUSD,2024-07-03,2024-07-04,2024-07-11,6,2.0000000000,1.2745600000,1.2747100000,1.2879679516,1.2680810242,1.2879679516,0.0066289758,0.0066289758,0.0001500000,target,,0
GBPUSD,2024-08-13,2024-08-14,2024-08-20,5,2.0000000000,1.2861800000,1.2863300000,1.3010059113,1.2789920443,1.3010059113,0.0073379557,0.0073379557,0.0001500000,target,,0
GBPUSD,2024-09-12,2024-09-13,2024-09-18,4,2.0000000000,1.3124800000,1.3126300000,1.3283791817,1.3047554092,1.3283791817,0.0078745908,0.0078745908,0.0001500000,target,,0
GBPUSD,2025-04-10,2025-04-11,2025-04-15,3,2.0000000000,1.2971600000,1.2973100000,1.3206715615,1.2856292192,1.3206715615,0.0116807808,0.0116807808,0.0001500000,target,,0
GBPUSD,2025-05-13,2025-05-14,2025-05-23,8,2.0000000000,1.3307100000,1.3308600000,1.3536607234,1.3194596383,1.3536607234,0.0114003617,0.0114003617,0.0001500000,target,,0
GBPUSD,2025-06-23,2025-06-24,2025-06-26,3,2.0000000000,1.3523400000,1.3524900000,1.3719533373,1.3427583313,1.3719533373,0.0097316687,0.0097316687,0.0001500000,target,,0
GBPUSD,2025-07-22,2025-07-23,2025-07-25,3,-1.0000000000,1.3526600000,1.3528100000,1.3439087585,1.3439087585,1.3706124829,0.0089012415,0.0089012415,0.0001500000,stop,,0
GBPUSD,2025-08-22,2025-08-25,2025-08-26,2,-1.0000000000,1.3520100000,1.3521600000,1.3436226157,1.3436226157,1.3692347687,0.0085373843,0.0085373843,0.0001500000,stop,,0
GBPUSD,2025-08-27,2025-08-28,2025-09-02,4,-1.0000000000,1.3497000000,1.3498500000,1.3415218464,1.3415218464,1.3665063071,0.0083281536,0.0083281536,0.0001500000,stop,,0
GBPUSD,2025-09-05,2025-09-08,2025-09-17,8,2.0000000000,1.3502700000,1.3504200000,1.3681978824,1.3415310588,1.3681978824,0.0088889412,0.0088889412,0.0001500000,target,,0
GBPUSD,2026-01-05,2026-01-06,2026-01-07,2,-1.0000000000,1.3541400000,1.3542900000,1.3466663742,1.3466663742,1.3695372515,0.0076236258,0.0076236258,0.0001500000,stop,,0
GBPUSD,2026-01-12,2026-01-13,2026-01-15,3,-1.0000000000,1.3464100000,1.3465600000,1.3391821584,1.3391821584,1.3613156833,0.0073778416,0.0073778416,0.0001500000,stop,,0
GBPUSD,2026-01-19,2026-01-20,2026-01-23,4,2.0000000000,1.3426300000,1.3427800000,1.3570203418,1.3356598291,1.3570203418,0.0071201709,0.0071201709,0.0001500000,target,,0
GBPUSD,2026-02-09,2026-02-10,2026-02-13,4,-1.0000000000,1.3698500000,1.3700000000,1.3604344364,1.3604344364,1.3891311272,0.0095655636,0.0095655636,0.0001500000,stop,,0
GBPUSD,2026-04-30,2026-05-01,2026-05-04,2,-1.0000000000,1.3607600000,1.3609100000,1.3518668720,1.3518668720,1.3789962561,0.0090431280,0.0090431280,0.0001500000,stop,,0
GBPUSD,2026-05-25,2026-05-26,2026-05-27,2,-1.0000000000,1.3503200000,1.3504700000,1.3418923687,1.3418923687,1.3676252626,0.0085776313,0.0085776313,0.0001500000,stop,,0
GBPUSD,2026-05-29,2026-06-01,2026-06-05,5,-1.0000000000,1.3456500000,1.3458000000,1.3376644906,1.3376644906,1.3620710187,0.0081355094,0.0081355094,0.0001500000,stop,,0
