pair,signal_date,entry_date,exit_date,bars_held,R,raw_entry,entry,exit,stop,target,ATR14,risk,friction,exit_reason,ADX14,open_at_end
AUDUSD,2007-10-23,2007-10-24,2007-10-29,4,2.0243860640,0.8975000000,0.8976500000,0.9216000000,0.8858192527,0.9213114946,0.0118307473,0.0118307473,0.0001500000,gap_target,,0
AUDUSD,2008-03-26,2008-03-27,2008-04-01,4,-1.0000000000,0.9196000000,0.9197500000,0.9061782201,0.9061782201,0.9468935597,0.0135717799,0.0135717799,0.0001500000,stop,,0
AUDUSD,2008-04-04,2008-04-07,2008-04-22,12,2.0000000000,0.9210000000,0.9211500000,0.9453635541,0.9090432230,0.9453635541,0.0121067770,0.0121067770,0.0001500000,target,,0
AUDUSD,2008-04-30,2008-05-01,2008-05-01,1,-1.0000000000,0.9432000000,0.9433500000,0.9327432914,0.9327432914,0.9645634173,0.0106067086,0.0106067086,0.0001500000,stop,,0
AUDUSD,2008-05-05,2008-05-06,2008-05-08,3,-1.0000000000,0.9461000000,0.9462500000,0.9352904377,0.9352904377,0.9681691245,0.0109595623,0.0109595623,0.0001500000,stop,,0
AUDUSD,2008-05-12,2008-05-13,2008-05-14,2,-1.0000000000,0.9469000000,0.9470500000,0.9365295607,0.9365295607,0.9680908786,0.0105204393,0.0105204393,0.0001500000,stop,,0
AUDUSD,2008-05-16,2008-05-19,2008-06-10,17,-1.0000000000,0.9561000000,0.9562500000,0.9451019688,0.9451019688,0.9785460624,0.0111480312,0.0111480312,0.0001500000,stop,,0
AUDUSD,2008-06-19,2008-06-20,2008-07-11,16,2.0000000000,0.9497000000,0.9498500000,0.9677922651,0.9408788675,0.9677922651,0.0089711325,0.0089711325,0.0001500000,target,,0
AUDUSD,2009-04-29,2009-04-30,2009-05-07,6,2.0000000000,0.7237000000,0.7238500000,0.7540146977,0.7087676511,0.7540146977,0.0150823489,0.0150823489,0.0001500000,target,,0
AUDUSD,2009-06-18,2009-06-19,2009-06-23,3,-1.0000000000,0.8000000000,0.8001500000,0.7831051580,0.7831051580,0.8342396839,0.0170448420,0.0170448420,0.0001500000,stop,,0
AUDUSD,2009-07-14,2009-07-15,2009-07-27,9,2.0000000000,0.7944000000,0.7945500000,0.8226203909,0.7805148045,0.8226203909,0.0140351955,0.0140351955,0.0001500000,target,,0
AUDUSD,2009-08-19,2009-08-20,2009-09-07,13,2.0000000000,0.8296000000,0.8297500000,0.8551692340,0.8170403830,0.8551692340,0.0127096170,0.0127096170,0.0001500000,target,,0
AUDUSD,2009-09-28,2009-09-29,2009-10-02,4,-1.0000000000,0.8722000000,0.8723500000,0.8607011642,0.8607011642,0.8956476716,0.0116488358,0.0116488358,0.0001500000,stop,,0
AUDUSD,2009-10-05,2009-10-06,2009-10-08,3,2.0000000000,0.8776000000,0.8777500000,0.9026348374,0.8653075813,0.9026348374,0.0124424187,0.0124424187,0.0001500000,target,,0
AUDUSD,2009-11-04,2009-11-05,2009-11-16,8,2.0000000000,0.9096000000,0.9097500000,0.9395108997,0.8948695501,0.9395108997,0.0148804499,0.0148804499,0.0001500000,target,,0
AUDUSD,2009-11-23,2009-11-24,2009-11-26,3,-1.0000000000,0.9239000000,0.9240500000,0.9109473623,0.9109473623,0.9502552754,0.0131026377,0.0131026377,0.0001500000,stop,,0
AUDUSD,2009-12-01,2009-12-02,2009-12-07,4,-1.0000000000,0.9237000000,0.9238500000,0.9098107727,0.9098107727,0.9519284546,0.0140392273,0.0140392273,0.0001500000,stop,,0
AUDUSD,2010-03-29,2010-03-30,2010-04-12,10,2.0000000000,0.9170000000,0.9171500000,0.9365021381,0.9074739310,0.9365021381,0.0096760690,0.0096760690,0.0001500000,target,,0
AUDUSD,2010-04-20,2010-04-21,2010-04-22,2,-1.0000000000,0.9319000000,0.9320500000,0.9234225360,0.9234225360,0.9493049280,0.0086274640,0.0086274640,0.0001500000,stop,,0
AUDUSD,2010-04-29,2010-04-30,2010-05-04,3,-1.0000000000,0.9279000000,0.9280500000,0.9191114334,0.9191114334,0.9459271333,0.0089385666,0.0089385666,0.0001500000,stop,,0
AUDUSD,2010-08-17,2010-08-18,2010-08-19,2,-1.0000000000,0.9054000000,0.9055500000,0.8939203390,0.8939203390,0.9288093220,0.0116296610,0.0116296610,0.0001500000,stop,,0
AUDUSD,2010-08-27,2010-08-30,2010-08-31,2,-1.0000000000,0.9012000000,0.9013500000,0.8899281309,0.8899281309,0.9241937381,0.0114218691,0.0114218691,0.0001500000,stop,,0
AUDUSD,2010-09-01,2010-09-02,2010-09-13,8,2.0000000000,0.9108000000,0.9109500000,0.9348137364,0.8990181318,0.9348137364,0.0119318682,0.0119318682,0.0001500000,target,,0
AUDUSD,2010-10-29,2010-11-01,2010-11-04,4,2.0000000000,0.9848000000,0.9849500000,1.0123200380,0.9712649810,1.0123200380,0.0136850190,0.0136850190,0.0001500000,target,,0
AUDUSD,2010-11-18,2010-11-19,2010-11-23,3,-1.0000000000,0.9899000000,0.9900500000,0.9768230412,0.9768230412,1.0165039176,0.0132269588,0.0132269588,0.0001500000,stop,,0
AUDUSD,2010-12-03,2010-12-06,2010-12-08,3,-1.0000000000,0.9919000000,0.9920500000,0.9781465159,0.9781465159,1.0198569682,0.0139034841,0.0139034841,0.0001500000,stop,,0
AUDUSD,2011-01-13,2011-01-14,2011-01-14,1,-1.0000000000,0.9986000000,0.9987500000,0.9882071883,0.9882071883,1.0198356234,0.0105428117,0.0105428117,0.0001500000,stop,,0
AUDUSD,2011-01-18,2011-01-19,2011-01-20,2,-1.0000000000,0.9986000000,0.9987500000,0.9880360578,0.9880360578,1.0201778843,0.0107139422,0.0107139422,0.0001500000,stop,,0
AUDUSD,2011-01-24,2011-01-25,2011-02-04,9,2.0000000000,0.9971000000,0.9972500000,1.0196355686,0.9860572157,1.0196355686,0.0111927843,0.0111927843,0.0001500000,target,,0
AUDUSD,2011-02-17,2011-02-18,2011-02-22,3,-1.0000000000,1.0109000000,1.0110500000,1.0011228437,1.0011228437,1.0309043127,0.0099271563,0.0099271563,0.0001500000,stop,,0
AUDUSD,2011-02-24,2011-02-25,2011-03-10,10,-1.0000000000,1.0099000000,1.0100500000,1.0002635363,1.0002635363,1.0296229274,0.0097864637,0.0097864637,0.0001500000,stop,,0
AUDUSD,2011-03-11,2011-03-14,2011-03-15,2,-1.0000000000,1.0100000000,1.0101500000,1.0002261599,1.0002261599,1.0299976802,0.0099238401,0.0099238401,0.0001500000,stop,,0
AUDUSD,2011-03-21,2011-03-22,2011-03-30,7,2.0000000000,1.0060000000,1.0061500000,1.0314191414,0.9935154293,1.0314191414,0.0126345707,0.0126345707,0.0001500000,target,,0
AUDUSD,2011-05-26,2011-05-27,2011-06-16,15,-1.0000000000,1.0633000000,1.0634500000,1.0506795882,1.0506795882,1.0889908237,0.0127704118,0.0127704118,0.0001500000,stop,,0
AUDUSD,2011-06-29,2011-06-30,2011-07-12,9,-1.0000000000,1.0670000000,1.0671500000,1.0551442604,1.0551442604,1.0911614792,0.0120057396,0.0120057396,0.0001500000,stop,,0
AUDUSD,2011-07-13,2011-07-14,2011-07-15,2,-1.0000000000,1.0778000000,1.0779500000,1.0661773584,1.0661773584,1.1014952831,0.0117726416,0.0117726416,0.0001500000,stop,,0
AUDUSD,2011-07-19,2011-07-20,2011-07-26,5,2.0000000000,1.0725000000,1.0726500000,1.0959768750,1.0609865625,1.0959768750,0.0116634375,0.0116634375,0.0001500000,target,,0
AUDUSD,2012-02-23,2012-02-24,2012-03-06,8,-1.0000000000,1.0734000000,1.0735500000,1.0625217115,1.0625217115,1.0956065771,0.0110282885,0.0110282885,0.0001500000,stop,,0
AUDUSD,2012-08-21,2012-08-22,2012-08-24,3,-1.0000000000,1.0484000000,1.0485500000,1.0403595073,1.0403595073,1.0649309855,0.0081904927,0.0081904927,0.0001500000,stop,,0
AUDUSD,2012-09-07,2012-09-10,2012-09-13,4,2.0000000000,1.0365000000,1.0366500000,1.0534176313,1.0282661844,1.0534176313,0.0083838156,0.0083838156,0.0001500000,target,,0
AUDUSD,2012-09-27,2012-09-28,2012-10-01,2,-1.0000000000,1.0445000000,1.0446500000,1.0360455218,1.0360455218,1.0618589564,0.0086044782,0.0086044782,0.0001500000,stop,,0
AUDUSD,2012-11-19,2012-11-20,2012-11-21,2,-1.0000000000,1.0408000000,1.0409500000,1.0337640999,1.0337640999,1.0553218003,0.0071859001,0.0071859001,0.0001500000,stop,,0
AUDUSD,2012-11-23,2012-11-26,2012-12-24,21,-1.0000000000,1.0458000000,1.0459500000,1.0388877631,1.0388877631,1.0600744739,0.0070622369,0.0070622369,0.0001500000,stop,,0
AUDUSD,2013-01-22,2013-01-23,2013-01-24,2,-1.0000000000,1.0559000000,1.0560500000,1.0500125910,1.0500125910,1.0681248180,0.0060374090,0.0060374090,0.0001500000,stop,,0
AUDUSD,2014-04-30,2014-05-01,2014-05-02,2,-1.0000000000,0.9285000000,0.9286500000,0.9222283766,0.9222283766,0.9414932467,0.0064216234,0.0064216234,0.0001500000,stop,,0
AUDUSD,2014-05-06,2014-05-07,2014-05-20,10,-1.0000000000,0.9341000000,0.9342500000,0.9277663972,0.9277663972,0.9472172056,0.0064836028,0.0064836028,0.0001500000,stop,,0
AUDUSD,2014-05-29,2014-05-30,2014-06-02,2,-1.0000000000,0.9304000000,0.9305500000,0.9248866312,0.9248866312,0.9418767376,0.0056633688,0.0056633688,0.0001500000,stop,,0
AUDUSD,2014-06-05,2014-06-06,2014-07-01,18,2.0000000000,0.9334000000,0.9335500000,0.9451994165,0.9277252917,0.9451994165,0.0058247083,0.0058247083,0.0001500000,target,,0
AUDUSD,2014-07-08,2014-07-09,2014-07-16,6,-1.0000000000,0.9399000000,0.9400500000,0.9344678556,0.9344678556,0.9512142888,0.0055821444,0.0055821444,0.0001500000,stop,,0
AUDUSD,2014-07-18,2014-07-21,2014-07-30,8,-1.0000000000,0.9397000000,0.9398500000,0.9344671448,0.9344671448,0.9506157104,0.0053828552,0.0053828552,0.0001500000,stop,,0
AUDUSD,2016-04-11,2016-04-12,2016-04-19,6,2.0000000000,0.7594000000,0.7595500000,0.7792445162,0.7497027419,0.7792445162,0.0098472581,0.0098472581,0.0001500000,target,,0
AUDUSD,2016-06-29,2016-06-30,2016-07-12,9,2.0000000000,0.7443700000,0.7445200000,0.7648141687,0.7343729157,0.7648141687,0.0101470843,0.0101470843,0.0001500000,target,,0
AUDUSD,2016-07-26,2016-07-27,2016-07-27,1,-1.0000000000,0.7507800000,0.7509300000,0.7429255125,0.7429255125,0.7669389750,0.0080044875,0.0080044875,0.0001500000,stop,,0
AUDUSD,2016-07-29,2016-08-01,2016-08-02,2,-1.0000000000,0.7597200000,0.7598700000,0.7513475477,0.7513475477,0.7769149045,0.0085224523,0.0085224523,0.0001500000,stop,,0
AUDUSD,2016-09-06,2016-09-07,2016-09-09,3,-1.0000000000,0.7682400000,0.7683900000,0.7611734077,0.7611734077,0.7828231845,0.0072165923,0.0072165923,0.0001500000,stop,,0
AUDUSD,2016-10-14,2016-10-17,2016-11-08,17,2.0000000000,0.7617900000,0.7619400000,0.7756225662,0.7550987169,0.7756225662,0.0068412831,0.0068412831,0.0001500000,target,,0
AUDUSD,2017-03-15,2017-03-16,2017-03-23,6,-1.0000000000,0.7701400000,0.7702900000,0.7636342594,0.7636342594,0.7836014811,0.0066557406,0.0066557406,0.0001500000,stop,,0
AUDUSD,2017-03-29,2017-03-30,2017-04-03,3,-1.0000000000,0.7669400000,0.7670900000,0.7612894621,0.7612894621,0.7786910759,0.0058005379,0.0058005379,0.0001500000,stop,,0
AUDUSD,2017-08-16,2017-08-17,2017-09-08,17,2.0000000000,0.7929900000,0.7931400000,0.8071272262,0.7861463869,0.8071272262,0.0069936131,0.0069936131,0.0001500000,target,,0
AUDUSD,2020-01-10,2020-01-13,2020-01-20,6,-1.0000000000,0.6898200000,0.6899700000,0.6858192564,0.6858192564,0.6982714873,0.0041507436,0.0041507436,0.0001500000,stop,,0
AUDUSD,2020-06-15,2020-06-16,2020-06-22,5,-1.0000000000,0.6918700000,0.6920200000,0.6812340686,0.6812340686,0.7135918627,0.0107859314,0.0107859314,0.0001500000,stop,,0
AUDUSD,2020-06-22,2020-06-23,2020-07-21,21,2.0000000000,0.6910600000,0.6912100000,0.7118896496,0.6808701752,0.7118896496,0.0103398248,0.0103398248,0.0001500000,target,,0
AUDUSD,2020-10-01,2020-10-02,2020-10-06,3,-1.0000000000,0.7186100000,0.7187600000,0.7117531486,0.7117531486,0.7327737028,0.0070068514,0.0070068514,0.0001500000,stop,,0
AUDUSD,2020-10-09,2020-10-12,2020-10-13,2,-1.0000000000,0.7228500000,0.7230000000,0.7162465373,0.7162465373,0.7365069253,0.0067534627,0.0067534627,0.0001500000,stop,,0
AUDUSD,2021-02-05,2021-02-08,2021-02-19,10,2.0000000000,0.7672200000,0.7673700000,0.7819749861,0.7600675070,0.7819749861,0.0073024930,0.0073024930,0.0001500000,target,,0
AUDUSD,2021-03-02,2021-03-03,2021-03-04,2,-1.0000000000,0.7815900000,0.7817400000,0.7734474591,0.7734474591,0.7983250818,0.0082925409,0.0082925409,0.0001500000,stop,,0
AUDUSD,2021-03-11,2021-03-12,2021-03-17,4,-1.0000000000,0.7784300000,0.7785800000,0.7701209467,0.7701209467,0.7954981066,0.0084590533,0.0084590533,0.0001500000,stop,,0
AUDUSD,2021-03-17,2021-03-18,2021-03-19,2,-1.0000000000,0.7800100000,0.7801600000,0.7719050692,0.7719050692,0.7966698616,0.0082549308,0.0082549308,0.0001500000,stop,,0
AUDUSD,2021-05-06,2021-05-07,2021-05-13,5,-1.0000000000,0.7783100000,0.7784600000,0.7714199718,0.7714199718,0.7925400564,0.0070400282,0.0070400282,0.0001500000,stop,,0
AUDUSD,2021-05-14,2021-05-17,2021-05-28,10,-1.0000000000,0.7774000000,0.7775500000,0.7703332325,0.7703332325,0.7919835351,0.0072167675,0.0072167675,0.0001500000,stop,,0
AUDUSD,2021-06-01,2021-06-02,2021-06-03,2,-1.0000000000,0.7751100000,0.7752600000,0.7691652087,0.7691652087,0.7874495827,0.0060947913,0.0060947913,0.0001500000,stop,,0
AUDUSD,2021-06-07,2021-06-08,2021-06-11,4,-1.0000000000,0.7757000000,0.7758500000,0.7694298002,0.7694298002,0.7886903996,0.0064201998,0.0064201998,0.0001500000,stop,,0
AUDUSD,2022-04-20,2022-04-21,2022-04-21,1,-1.0000000000,0.7451000000,0.7452500000,0.7379309642,0.7379309642,0.7598880716,0.0073190358,0.0073190358,0.0001500000,stop,,0
AUDUSD,2023-01-06,2023-01-09,2023-01-25,13,2.0000000000,0.6876200000,0.6877700000,0.7079128671,0.6776985664,0.7079128671,0.0100714336,0.0100714336,0.0001500000,target,,0
AUDUSD,2023-02-14,2023-02-15,2023-02-15,1,-1.0000000000,0.6985200000,0.6986700000,0.6898876375,0.6898876375,0.7162347250,0.0087823625,0.0087823625,0.0001500000,stop,,0
AUDUSD,2023-07-25,2023-07-26,2023-07-27,2,-1.0000000000,0.6790700000,0.6792200000,0.6725057531,0.6725057531,0.6926484939,0.0067142469,0.0067142469,0.0001500000,stop,,0
AUDUSD,2023-12-13,2023-12-14,2023-12-21,6,2.0000000000,0.6659700000,0.6661200000,0.6798254089,0.6592672955,0.6798254089,0.0068527045,0.0068527045,0.0001500000,target,,0
AUDUSD,2024-06-06,2024-06-07,2024-06-07,1,-1.0000000000,0.6668800000,0.6670300000,0.6618208174,0.6618208174,0.6774483652,0.0052091826,0.0052091826,0.0001500000,stop,,0
AUDUSD,2024-06-18,2024-06-19,2024-07-11,17,2.0000000000,0.6656500000,0.6658000000,0.6765354962,0.6604322519,0.6765354962,0.0053677481,0.0053677481,0.0001500000,target,,0
AUDUSD,2024-09-12,2024-09-13,2024-09-19,5,2.0000000000,0.6722300000,0.6723800000,0.6834906857,0.6668246572,0.6834906857,0.0055553428,0.0055553428,0.0001500000,target,,0
AUDUSD,2025-05-19,2025-05-20,2025-06-23,25,-1.0000000000,0.6457600000,0.6459100000,0.6380688718,0.6380688718,0.6615922564,0.0078411282,0.0078411282,0.0001500000,stop,,0
AUDUSD,2025-06-24,2025-06-25,2025-07-24,22,2.0000000000,0.6489600000,0.6491100000,0.6619601074,0.6426849463,0.6619601074,0.0064250537,0.0064250537,0.0001500000,target,,0
AUDUSD,2025-08-07,2025-08-08,2025-08-19,8,-1.0000000000,0.6521700000,0.6523200000,0.6470314303,0.6470314303,0.6628971395,0.0052885697,0.0052885697,0.0001500000,stop,,0
AUDUSD,2025-09-30,2025-10-01,2025-10-08,6,-1.0000000000,0.6611100000,0.6612600000,0.6566282244,0.6566282244,0.6705235511,0.0046317756,0.0046317756,0.0001500000,stop,,0
AUDUSD,2026-01-19,2026-01-20,2026-01-22,3,2.0000000000,0.6713900000,0.6715400000,0.6797790127,0.6674204936,0.6797790127,0.0041195064,0.0041195064,0.0001500000,target,,0
AUDUSD,2026-03-09,2026-03-10,2026-03-13,4,-1.0000000000,0.7074000000,0.7075500000,0.6996004076,0.6996004076,0.7234491848,0.0079495924,0.0079495924,0.0001500000,stop,,0
AUDUSD,2026-03-17,2026-03-18,2026-03-18,1,-1.0000000000,0.7107900000,0.7109400000,0.7025376961,0.7025376961,0.7277446078,0.0084023039,0.0084023039,0.0001500000,stop,,0
AUDUSD,2026-04-07,2026-04-08,2026-04-14,5,2.0000000000,0.6974200000,0.6975700000,0.7127914609,0.6899592695,0.7127914609,0.0076107305,0.0076107305,0.0001500000,target,,0
AUDUSD,2026-04-30,2026-05-01,2026-05-18,12,-1.0000000000,0.7199700000,0.7201200000,0.7134405945,0.7134405945,0.7334788110,0.0066794055,0.0066794055,0.0001500000,stop,,0
AUDUSD,2026-05-25,2026-05-26,2026-05-28,3,-1.0000000000,0.7173600000,0.7175100000,0.7112244581,0.7112244581,0.7300810838,0.0062855419,0.0062855419,0.0001500000,stop,,0
AUDUSD,2026-05-29,2026-06-01,2026-06-05,5,-1.0000000000,0.7177900000,0.7179400000,0.7119693195,0.7119693195,0.7298813610,0.0059706805,0.0059706805,0.0001500000,stop,,0
